©,DESCRIPCION,CANTIDAD,UBICACION,CATALOGO,PROVEEDOR,TIPO,ENTREGADO A:,REGRESO FECHA:,WEB SITE,IMAGEN,ID
F3638021,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638021-tartarin,https://static.pierrefrey.com/uploads/product/packshots/7c2c292c-f5d1-48e7-9881-7afbdc6430a1/u3KP34PNZFjXqsBLP3g1_335x251_webp.webp,MUESTRA-458
F3638022,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638022-tartarin,https://static.pierrefrey.com/uploads/product/packshots/40b9cda6-bfca-4913-89d7-2981f610f70d/hsEU2vfJ3DBA066qCJWg_335x251_webp.webp,MUESTRA-459
F3638023,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638023-tartarin,https://static.pierrefrey.com/uploads/product/packshots/4fb6cc77-e37c-423e-897a-e6fb51e76428/U1vYb6Ir6rk0XU2gYdtt_335x251_webp.webp,MUESTRA-460
F3638024,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638024-tartarin,https://static.pierrefrey.com/uploads/product/packshots/51f08dee-8d5c-4322-8410-5018a601fada/1Z66JhejcTWdJVhmRIuF_335x251_webp.webp,MUESTRA-461
F3638025,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638025-tartarin,https://static.pierrefrey.com/uploads/product/packshots/a85d3c35-e71b-4aef-8d51-b759b87937b9/G4bxxqBYruJANox7bAbL_335x251_webp.webp,MUESTRA-462
F3638026,TARTARIN,2,C02N07P06,TARTARIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3638026-tartarin,https://static.pierrefrey.com/uploads/product/packshots/73eb44c4-31ab-4b95-9ba0-6ff58adbc09a/oryqeT2xzzkmGjbOD2To_335x251_webp.webp,MUESTRA-463
F3654002,AMENHOTEP,2,C03N02P02,AMENHOTEP,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3654002-amenhotep,https://static.pierrefrey.com/uploads/product/packshots/d2c19e62-d6d3-4ad0-af1b-6b78b4b4d11c/v8TohuiHX1tn1binszOs_335x251_webp.webp,MUESTRA-464
F3655001,GISEH,2,C03N02P02,GISEH,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3655001-giseh,https://static.pierrefrey.com/uploads/product/packshots/242b83fd-268e-4b33-a61c-b96445a5aaf0/ndZ3CJ1Jni14xZpraGuN_335x251_webp.webp,MUESTRA-465
F3659001,TIGRIS,2,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659001-tigris,https://static.pierrefrey.com/uploads/product/packshots/11dfbbf4-c211-4c43-ba51-3a6054ee71a8/kB0bGnktQ19HGxhSOSBy_335x251_webp.webp,MUESTRA-466
F3659002,TIGRIS,3,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659002-tigris,https://static.pierrefrey.com/uploads/product/packshots/93352439-df50-430d-b84b-94d0aaaa56a8/Qz7aL5c9AjwTpltKwsCQ_335x251_webp.webp,MUESTRA-467
F3659003,TIGRIS,2,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659003-tigris,https://static.pierrefrey.com/uploads/product/packshots/19d5abc2-412e-4644-9d44-f98014d9c45c/AZHR31cBf3gnC7XAyGEf_335x251_webp.webp,MUESTRA-468
F3659004,TIGRIS,2,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659004-tigris,https://static.pierrefrey.com/uploads/product/packshots/1f531a9b-380d-424c-ab13-9d3a5550a8e4/8WiK5CZGQU83RAeRE4ig_335x251_webp.webp,MUESTRA-469
F3659005,TIGRIS,3,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659005-tigris,https://static.pierrefrey.com/uploads/product/packshots/1fb52956-e553-4915-8c39-5c3e29e980dd/8kBOMuF7wg096BSwc81E_335x251_webp.webp,MUESTRA-470
F3659006,TIGRIS,2,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659006-tigris,https://static.pierrefrey.com/uploads/product/packshots/c52b3efb-3b61-4104-b93f-10dc9ecce35c/cusqyzO5QeBE854HheIM_335x251_webp.webp,MUESTRA-471
F3659007,TIGRIS,2,C03N02P03,TIGRIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3659007-tigris,https://static.pierrefrey.com/uploads/product/packshots/f60cfdd9-ca38-44d8-a2d4-73b2987c71b7/Z1nANlOIEHeDMbVPNXgd_335x251_webp.webp,MUESTRA-472
F3660002,SAQQARAH,2,C03N02P03,SAQQARAH,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3660002-saqqarah,https://static.pierrefrey.com/uploads/product/packshots/34e3e345-eb38-40a4-9d45-277adc72db59/Blr9HnMtWBx0Lfr6v7Tw_335x251_webp.webp,MUESTRA-473
F3661002,BYBLOS,3,C03N02P03,BYBLOS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3661002-byblos,https://static.pierrefrey.com/uploads/product/packshots/fe06c2b8-a0d9-4233-ab88-4e81d4ab68fe/rI12Aq5bYPAqh1plOdwj_335x251_webp.webp,MUESTRA-474
F3662001,THEBES,2,C03N02P04,THEBES,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3662001-thebes,https://static.pierrefrey.com/uploads/product/packshots/dd8229e7-8731-4604-9561-adc78f8ab2e3/hYG2jJ3OxGu81Z4WsJmK_335x251_webp.webp,MUESTRA-475
F3662002,THEBES,3,C03N02P04,THEBES,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3662002-thebes,https://static.pierrefrey.com/uploads/product/packshots/37951666-5fdb-4bc7-9232-db5de88a304f/jl7H90ZwREz6F8qkLCTu_335x251_webp.webp,MUESTRA-476
F3663001,HEKA,2,C03N02P04,HEKA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3663001-heka,https://static.pierrefrey.com/uploads/product/packshots/a5ad2c52-9d50-4d8f-8c82-a95fd1657e65/Bf0uMOSiVGcsM9rDqWhw_335x251_webp.webp,MUESTRA-477
F3663002,HEKA,2,C03N02P04,HEKA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3663002-heka,https://static.pierrefrey.com/uploads/product/packshots/0d524557-2d89-41dd-8e11-acc91905a9af/zxerQd0oSnlirl2U9FsF_335x251_webp.webp,MUESTRA-478
F3663003,HEKA,3,C03N02P04,HEKA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3663003-heka,https://static.pierrefrey.com/uploads/product/packshots/af5ab447-bf44-4fb2-9d01-1695e4813d40/OV1dX4ghya4cTn3hEeF9_335x251_webp.webp,MUESTRA-479
F3663004,HEKA,3,C03N02P04,HEKA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3663004-heka,https://static.pierrefrey.com/uploads/product/packshots/0632bb92-8a64-43fa-b6ed-82f4dc40e16d/fFpRKCHN31Imn1Z8ko0Z_335x251_webp.webp,MUESTRA-480
F3664001,LOUNET,2,C03N02P04,LOUNET,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3664001-lounet,https://static.pierrefrey.com/uploads/product/packshots/270e3b36-f53e-4344-8690-859ffb179762/uqinlTxivnIy901WcQAC_335x251_webp.webp,MUESTRA-481
F3664002,LOUNET,3,C03N02P04,LOUNET,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3664002-lounet,https://static.pierrefrey.com/uploads/product/packshots/c624a722-ace7-4636-af4e-e20a5aa547ad/R1EMJvaWdoKy7lxXe8o4_335x251_webp.webp,MUESTRA-482
F3665001,TANIS,3,C03N02P05,TANIS,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3665001-tanis,https://static.pierrefrey.com/uploads/product/packshots/46a1db54-0aae-4aff-b481-2b1c5d30f49e/ilmpGAqA5om5IBZ70nwr_335x251_webp.webp,MUESTRA-483
F3666001,KARNAK,2,C03N02P05,KARNAK,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3666001-karnak,https://static.pierrefrey.com/uploads/product/packshots/1073a843-b29e-43d4-92f4-2bc52d60385b/bukj6iJ2UrJRknGTwd37_335x251_webp.webp,MUESTRA-484
F3667001,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667001-simbel,https://static.pierrefrey.com/uploads/product/packshots/d65b0991-46e8-4de3-ad84-0169b645bbea/w7fWsVk2yQm41LGvJb2C_335x251_webp.webp,MUESTRA-485
F3667003,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667003-simbel,https://static.pierrefrey.com/uploads/product/packshots/6c20a8d6-ed1d-47da-a477-d1ba770164c7/XH6dmKKxYCQzV330M5Iu_335x251_webp.webp,MUESTRA-486
F3667006,SIMBEL,3,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667006-simbel,https://static.pierrefrey.com/uploads/product/packshots/6162cbd8-cdc1-4cc4-9f2b-10d90024af02/kXo1NEZrOmqQdHMT8W0i_335x251_webp.webp,MUESTRA-487
F3667007,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667007-simbel,https://static.pierrefrey.com/uploads/product/packshots/32e8d28a-4614-4085-ad77-8e319cf063d9/kef2G8as3HM237Rql4Im_335x251_webp.webp,MUESTRA-488
F3667008,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667008-simbel,https://static.pierrefrey.com/uploads/product/packshots/d2ce4f92-f279-44c8-9b1c-a17b60a07e4b/B9oA43zFuvr4242iaoqV_335x251_webp.webp,MUESTRA-489
F3667011,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667011-simbel,https://static.pierrefrey.com/uploads/product/packshots/c15f6476-74f6-4288-af49-06a09431c8e9/GNhGaFs7Y56S98VXYdqn_335x251_webp.webp,MUESTRA-490
F3667012,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667012-simbel,https://static.pierrefrey.com/uploads/product/packshots/fd8c5593-98fa-493e-b467-84888e69cc38/iWVsDOmMRwPmpTfSNHrH_335x251_webp.webp,MUESTRA-491
F3667015,SIMBEL,2,C03N02P05,SIMBEL,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3667015-simbel,https://static.pierrefrey.com/uploads/product/packshots/0e7a0441-3097-46ff-9219-63b95dcb9ca0/pFGKeSVadIn8dFUB99I9_335x251_webp.webp,MUESTRA-492
F3701007,GUETHARY,2,C03N02P06,GUETHARY,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3701007-guethary,https://static.pierrefrey.com/uploads/product/packshots/39343862-6e50-4a35-bbea-d93599cd26c6/0AfJUnqNvztxy8IOJxQM_335x251_webp.webp,MUESTRA-493
F3701008,GUETHARY,2,C03N02P06,GUETHARY,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3701008-guethary,https://static.pierrefrey.com/uploads/product/packshots/bebe87c1-7cd2-4c4c-bbff-2b1d61198724/V44lYjKOKVycIT4fP8Vq_335x251_webp.webp,MUESTRA-494
F3702008,HENDAYE,2,C03N02P06,HENDAYE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3702008-hendaye,https://static.pierrefrey.com/uploads/product/packshots/56595cc4-e6cb-45e3-8830-ea89c0ef486a/KMwlF4Wcb3pMHWpnEt15_335x251_webp.webp,MUESTRA-495
F3713001,CIBOURE,2,C03N02P06,CIBOURE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3713001-ciboure,https://static.pierrefrey.com/uploads/product/packshots/54c907e7-9116-40f6-896a-79711804f5ed/ia0jbVnLXYD3rPWASKZz_335x251_webp.webp,MUESTRA-496
F3713003,CIBOURE,2,C03N02P06,CIBOURE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3713003-ciboure,https://static.pierrefrey.com/uploads/product/packshots/02bb5eaf-0870-4397-823c-70597181370c/j3HyuXeJhgQbKB3chVBc_335x251_webp.webp,MUESTRA-497
F3714006,ASCAIN,2,C03N02P06,ASCAIN,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3714006-ascain,https://static.pierrefrey.com/uploads/product/packshots/3106da05-9edf-40b8-af27-e5bcfc04d64c/X1D4hUDi1ANz4DA6pIo4_335x251_webp.webp,MUESTRA-498
F3715004,AINHOA,2,C03N03P02,AINHOA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3715004-ainhoa,https://static.pierrefrey.com/uploads/product/packshots/b8d980e7-6186-47ff-82cb-243ad7c8d7b8/BlhAuP9t3aUvMFaE6Zjg_335x251_webp.webp,MUESTRA-499
F3716001,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716001-arbonne,https://static.pierrefrey.com/uploads/product/packshots/48c1bda5-211d-437b-804a-76de60748636/HMG23BFp3ND2Ea97SAQk_335x251_webp.webp,MUESTRA-500
F3716002,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716002-arbonne,https://static.pierrefrey.com/uploads/product/packshots/0b17b245-452f-4fe6-a2f4-ee64067175f0/SxGXM3H1TeiHT15JzDFi_335x251_webp.webp,MUESTRA-501
F3716003,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716003-arbonne,https://static.pierrefrey.com/uploads/product/packshots/21897819-f65a-4529-8351-900c43ea9499/12u7bnkmNoWyifJZtgDW_335x251_webp.webp,MUESTRA-502
F3716004,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716004-arbonne,https://static.pierrefrey.com/uploads/product/packshots/66d197c1-4211-4ccc-920b-c6dacb99f393/BMvn6IHONj1ENnsH1Jd9_335x251_webp.webp,MUESTRA-503
F3716005,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716005-arbonne,https://static.pierrefrey.com/uploads/product/packshots/4da1225c-1d90-4929-b0d9-cad6a3fc70db/qphYdtJDvEushwTTuT2g_335x251_webp.webp,MUESTRA-504
F3716006,ARBONNE,2,C03N03P02,ARBONNE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3716006-arbonne,https://static.pierrefrey.com/uploads/product/packshots/298f5918-2089-459b-9604-752034be0f87/0hzWDjDIO5okXml4XAXV_335x251_webp.webp,MUESTRA-505
F3717004,SOCOA,2,C03N03P02,SOCOA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3717004-socoa,https://static.pierrefrey.com/uploads/product/packshots/a00a87df-9d69-4292-9802-f732a473b2b3/qHMa2d0zU51jOUSZsmrF_335x251_webp.webp,MUESTRA-506
F3717008,SOCOA,2,C03N03P02,SOCOA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3717008-socoa,https://static.pierrefrey.com/uploads/product/packshots/86c33d38-3f5a-45da-8d30-6ac7f42215bf/M4pyXT9odOI0whW9xLak_335x251_webp.webp,MUESTRA-507
F3717013,SOCOA,2,C03N03P02,SOCOA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3717013-socoa,https://static.pierrefrey.com/uploads/product/packshots/4024066b-3910-4aef-8a8f-a54df75e6995/AmDzKUN2VYOofYQ6wrYJ_335x251_webp.webp,MUESTRA-508
F3718002,ESPELETTE,2,C03N03P02,ESPELETTE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3718002-espelette,https://static.pierrefrey.com/uploads/product/packshots/18acd15b-34bd-4470-b0c2-343eec9c9d49/K0EIkGbbCjtChXBVbtzh_335x251_webp.webp,MUESTRA-509
F3718003,ESPELETTE,2,C03N03P02,ESPELETTE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3718003-espelette,https://static.pierrefrey.com/uploads/product/packshots/89302188-189e-428a-9a55-37ebc64f2576/ak8YEi08hzXUpfivYnQ2_335x251_webp.webp,MUESTRA-510
F3730001,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730001-pagopago,https://static.pierrefrey.com/uploads/product/packshots/a4337da3-36fc-4ec2-b9ff-8f129d5a661f/9wbolB2lKDGav62sm3tZ_335x251_webp.webp,MUESTRA-511
F3730002,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730002-pagopago,https://static.pierrefrey.com/uploads/product/packshots/52ed523e-6c37-4dd5-91a1-7a46c1e5b6b3/yTr8FxZlr5sAs7Qg4WZJ_335x251_webp.webp,MUESTRA-512
F3730003,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730003-pagopago,https://static.pierrefrey.com/uploads/product/packshots/d4ded9ef-f4f5-4605-8119-0fcbfcac2e6a/GSy9vUBGdqb3wuFRP0sX_335x251_webp.webp,MUESTRA-513
F3730004,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730004-pagopago,https://static.pierrefrey.com/uploads/product/packshots/4d59b392-dfc1-4e29-a823-f1cebb1c446b/2vXr4A4C7QtejIWGV3GM_335x251_webp.webp,MUESTRA-514
F3730005,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730005-pagopago,https://static.pierrefrey.com/uploads/product/packshots/e034dd26-b879-4487-a889-054c6e215627/i5uowOCjOv8Z7iygXIe4_335x251_webp.webp,MUESTRA-515
F3730006,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730006-pagopago,https://static.pierrefrey.com/uploads/product/packshots/f8c58765-f03c-4b50-9e7c-ac782c47c62a/DunbibPYFj76NsXFak9T_335x251_webp.webp,MUESTRA-516
F3730007,PAGOPAGO,2,C03N03P03,PAGOPAGO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3730007-pagopago,https://static.pierrefrey.com/uploads/product/packshots/d35a3caa-f58c-4926-b43b-040789f81caf/O0tzAx7f42Fe4vqC80O5_335x251_webp.webp,MUESTRA-517
F3731001,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731001-vanavana,https://static.pierrefrey.com/uploads/product/packshots/d47e9b7b-19d6-4b98-ad55-ebe8d79f3a9e/yziISu4NOsHy86whQFfL_335x251_webp.webp,MUESTRA-518
F3731002,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731002-vanavana,https://static.pierrefrey.com/uploads/product/packshots/dba91a4e-3be9-4866-b478-1114f4f703f0/4XyYCBkhmaVuTi2u7zNP_335x251_webp.webp,MUESTRA-519
F3731003,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731003-vanavana,https://static.pierrefrey.com/uploads/product/packshots/f04863d3-93b3-4042-aceb-b7d87447367e/0N6v8B6DYZ63xAVgQkeN_335x251_webp.webp,MUESTRA-520
F3731004,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731004-vanavana,https://static.pierrefrey.com/uploads/product/packshots/d179ff8b-d634-4ce0-8de5-f6f181a0b7f7/Yh8U71bRPkaVsCIIjxg2_335x251_webp.webp,MUESTRA-521
F3731005,VANAVANA,1,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731005-vanavana,https://static.pierrefrey.com/uploads/product/packshots/3402c631-5ad3-4ee2-bc07-e75d8fd9ec9a/RAS4QwLmkqMe9eFD5h3Z_335x251_webp.webp,MUESTRA-522
F3731006,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731006-vanavana,https://static.pierrefrey.com/uploads/product/packshots/a44453c8-7b7d-4f8c-b74c-0d19018461ae/oiDM1X3xvVcjcFbimpYZ_335x251_webp.webp,MUESTRA-523
F3731007,VANAVANA,2,C03N03P03,VANAVANA,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3731007-vanavana,https://static.pierrefrey.com/uploads/product/packshots/ccf179a1-6020-463d-b6c0-0bbcd2492090/PrfOdjZKHABo6rZE9lQ1_335x251_webp.webp,MUESTRA-524
F3732001,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732001-waikiki,https://static.pierrefrey.com/uploads/product/packshots/5da98f1c-8771-4d22-874e-1f74194690ea/MiwQQYRvdHeiYucuVnbx_335x251_webp.webp,MUESTRA-525
F3732002,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732002-waikiki,https://static.pierrefrey.com/uploads/product/packshots/ce6adf96-9858-42fa-a6ff-70a398df997f/uTsQDbnQrfbCJnHvTsov_335x251_webp.webp,MUESTRA-526
F3732003,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732003-waikiki,https://static.pierrefrey.com/uploads/product/packshots/21586c16-e1ca-49ed-a15b-5c0a681fa1af/JqkGm7pnvMrYegqES3h6_335x251_webp.webp,MUESTRA-527
F3732004,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732004-waikiki,https://static.pierrefrey.com/uploads/product/packshots/27e70d38-a941-41f9-a9f5-1999223cdaf9/0dMmTIRA5KHPeqfb4aRI_335x251_webp.webp,MUESTRA-528
F3732005,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732005-waikiki,https://static.pierrefrey.com/uploads/product/packshots/328d83a6-e690-42ca-bfc6-1914d3f6f391/WB5HRNHpDNqvIKosv9nX_335x251_webp.webp,MUESTRA-529
F3732006,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732006-waikiki,https://static.pierrefrey.com/uploads/product/packshots/71db1180-c2d9-4e27-beef-fbc8ad67862e/ntP43o7xewNF0RvhIlNu_335x251_webp.webp,MUESTRA-530
F3732007,WAIKIKI,2,C03N03P04,WAIKIKI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3732007-waikiki,https://static.pierrefrey.com/uploads/product/packshots/929fb7ba-2dc6-481a-86fa-737dae603209/IFL2AJkoY22ksbtLFAGu_335x251_webp.webp,MUESTRA-531
F3733001,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733001-papeete,https://static.pierrefrey.com/uploads/product/packshots/dc9e2a78-f63d-44a9-a91d-1756ccb03773/PMvlPdWMj8tW6woqWlts_335x251_webp.webp,MUESTRA-532
F3733002,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733002-papeete,https://static.pierrefrey.com/uploads/product/packshots/bfceb49e-a580-465d-bdfb-e05111f9f18c/9pgGkGlOgPZ62R4UnJd6_335x251_webp.webp,MUESTRA-533
F3733003,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733003-papeete,https://static.pierrefrey.com/uploads/product/packshots/7385d48d-1a9c-4505-8d1a-eab21a52747b/boAm7ObkiXrAak8k3R79_335x251_webp.webp,MUESTRA-534
F3733004,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733004-papeete,https://static.pierrefrey.com/uploads/product/packshots/13b55f19-fc55-4ead-9fcf-84c85c22c2a3/fYZoYFEUU5raIebYjyOa_335x251_webp.webp,MUESTRA-535
F3733005,PAPEETE,1,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733005-papeete,https://static.pierrefrey.com/uploads/product/packshots/22a4214a-336c-4b01-b473-8c583ab64309/xGE5zGR55eN8dfFA9wLo_335x251_webp.webp,MUESTRA-536
F3733006,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733006-papeete,https://static.pierrefrey.com/uploads/product/packshots/4eb9518b-ef40-4c92-b42f-383db1f673ee/Rczt5rJmQONMDXvkulzI_335x251_webp.webp,MUESTRA-537
F3733007,PAPEETE,2,C03N03P04,PAPEETE,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3733007-papeete,https://static.pierrefrey.com/uploads/product/packshots/90fc3164-72cf-46a9-bf82-89490de61b14/I4Im25G7WpVy5kjrOUJV_335x251_webp.webp,MUESTRA-538
F3736001,TEPOTO,3,C03N03P05,TEPOTO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3736001-tepoto,https://static.pierrefrey.com/uploads/product/packshots/caf69f9a-6b58-4e2f-8417-5b68476403e6/bisxV1qjR9RCzngWxTQK_335x251_webp.webp,MUESTRA-539
F3736002,TEPOTO,3,C03N03P05,TEPOTO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3736002-tepoto,https://static.pierrefrey.com/uploads/product/packshots/3cc025dc-499c-448c-9a5c-2175a48ebdb9/Wn1gtxgfRVI0ccJQoFZZ_335x251_webp.webp,MUESTRA-540
F3736003,TEPOTO,3,C03N03P05,TEPOTO,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3736003-tepoto,https://static.pierrefrey.com/uploads/product/packshots/f555b6d8-247c-41c2-97f4-396b87ec4765/1vp5Rg8WGHvQ4GNhudL3_335x251_webp.webp,MUESTRA-541
F3740001,KOKONATI,2,C03N03P06,KOKONATI,PIERRE FREY ,TELA,,,https://www.pierrefrey.com/fr/tissus/F3740001-kokonati,https://static.pierrefrey.com/uploads/product/packshots/30a311aa-df8e-4a99-873e-aef198f50feb/1wBfRcXjYKYuV1ufapBh_335x251_webp.webp,MUESTRA-542
